0;0.57721566490153286060651209008240243104215933593992
1;-0.072815845483676724860586375874901319137736338334338
2;-0.0096903631928723184845303860352125293590658061013407
3;0.0020538344203033458661600465427533842857158044454106
4;0.0023253700654673000574681701775260680009044694137849
5;0.00079332381730106270175333487744444483073153940458489
6;-0.00023876934543019960987242184190800427778371515635808
7;-0.00052728956705775104607409750547885828199625347296990
8;-0.00035212335380303950960205216500120874172918053379235
9;-3.4394774418088048177914623798227390620789538594442e-5
10;0.00020533281490906479468372228923706530295985377416676
11;0.00027018443954390352667290208206795567382784205868840
12;0.00016727291210514019335350154334118344660780663280557
13;-2.7463806603760158860007603693355181526785337670396e-5
14;-0.00020920926205929994583713969734458495783154421150607
15;-0.00028346865532024144664293447499712697706870298071768
16;-0.00019969685830896977470778456320324039191576497403406
17;2.6277037109918336699466597630510122816078692929114e-5
18;0.00030736840814925282659275475194862564552381129073146
19;0.00050360545304735562905559643771716003532126980764950
20;0.00046634356151155944940059482443355052511314347392569
21;0.00010443776975600011581079567436772049104442825070555
22;-0.00054159958220399770165519617317410558454386092870075
23;-0.0012439620904082457792997415995371658091470281139646
24;-0.0015885112789035615619061966115211158573187228221441
25;-0.0010745919527384888247242919873531730892739793314532
26;0.00065680351863715443150477300335621524888606506047754
27;0.0034778369136185382090073595742588115476629156638859
28;0.0064000685317006294581072282219458636666371981445885
29;0.0073711517704722391344124024235594021578413274885128
30;0.0035577288555731609479135377489084026108096506495221
